Row,Study,Data_Type,City,State,Country,Year,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_Ring_Diameter_m,SampleCode,Replicate,Ring,Plot,Temperature_Qualitative,Water_Qualitative,Precipitation_mm,Irrigation_mm,Total_Water_mm,Nitrogen_Application_Qualitative,Nitrogen_Application_Quantitative,Phosphorus_Application_Quantitative,Potassium_Application_Quantitative,Sowing_Timing_Qualitative,Sowing_Timing_Quantitative,Cultivar,CO2_Treatment,N_percent,P_percent,K_percent,Ca_percent,Mg_percent,Zn_ppm,Fe_ppm,S_ppm,B_ppm,Mn_ppm,Cu_ppm,Phy_Ext1_Precip1,Phy_Ext1_Precip2,Phy_Ext1_Avg,Phy_Ext2_Precip1,Phy_Ext2_Precip2,Phy_Ext2_Avg,Phy_Ext3_Precip1,Phy_Ext3_Precip2,Phy_Ext3_Avg,Phy_Grand_Avg
269,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-076,2,5,D,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Yitpi,eCO2,3.64,0.5,0.600,0.053,0.159,27.79,51.62,2100,1.4,57,5.5,NA,NA,2.82,NA,NA,2.55,NA,NA,NA,2.69
270,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-077,2,5,E,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,H45,eCO2,3.01,0.41,0.580,0.054,0.151,19.5,40.34,1910,2.1,52,5.1,NA,NA,2.46,NA,NA,2.69,NA,NA,NA,2.58
271,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-078,2,5,H,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Hartog,eCO2,3.17,0.5,0.590,0.059,0.164,29.11,45.16,1980,2.4,47,6.6,NA,NA,2.89,NA,NA,3.43,NA,NA,NA,3.16
272,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-079,2,5,I,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Zebu,eCO2,3.20,0.4,0.550,0.052,0.153,18.35,44.07,1980,3.2,50,4.8,NA,NA,2.87,NA,NA,3.08,NA,NA,NA,2.98
273,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-080,2,5,K,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Janz,eCO2,2.75,0.39,0.540,0.050,0.135,17.1,37.8,1730,1.5,43,4.3,NA,NA,2.40,NA,NA,2.70,NA,NA,NA,2.55
274,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-081,2,5,L,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Silverstar,eCO2,3.13,0.45,0.550,0.061,0.153,18.73,49.3,1880,1.6,53,5.3,NA,NA,2.96,NA,NA,2.40,NA,NA,NA,2.68
275,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-082,2,5,M,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Gladius,eCO2,3.21,0.47,0.610,0.056,0.149,22.4,42.34,2000,2.2,47,5.2,NA,NA,3.53,NA,NA,3.34,NA,NA,NA,3.44
276,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-083,2,5,O,Ambient,Dry,170,0,170,Medium,50,9,0,TOS2,8/19/09,Yitpi,eCO2,3.22,0.42,0.590,0.049,0.141,19.93,46.84,1920,1.7,53,5.1,NA,NA,2.67,NA,NA,2.65,NA,NA,NA,2.66
277,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-084,2,5,P,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Drysdale,eCO2,3.25,0.53,0.550,0.054,0.165,23.66,50.92,1960,2.1,56,5.6,NA,NA,3.10,NA,NA,3.35,NA,NA,NA,3.23
278,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-085,2,5,Q,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Silverstar,eCO2,3.30,0.48,0.590,0.057,0.161,21.4,51.39,1970,1.9,60,6.3,NA,NA,3.40,NA,NA,3.79,NA,NA,NA,3.60
279,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-086,2,5,S,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Janz,eCO2,3.26,0.5,0.560,0.051,0.170,24.68,46.01,2000,2.3,60,5.1,NA,NA,3.07,NA,NA,3.50,NA,NA,NA,3.29
280,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-087,2,5,T,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Zebu,eCO2,3.72,0.52,0.580,0.049,0.174,23.33,55.51,2200,3.2,58,6.1,NA,NA,3.75,NA,NA,3.58,NA,NA,NA,3.67
281,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-088,2,5,U,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Yitpi,eCO2,3.45,0.45,0.550,0.035,0.147,23.44,48.07,2000,1.7,59,5.8,NA,NA,3.42,NA,NA,3.48,NA,NA,NA,3.45
282,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-089,2,5,W,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,H45,eCO2,3.12,0.43,0.620,0.040,0.142,21.33,40.27,1880,3.0,58,6.2,NA,NA,2.82,NA,NA,2.92,NA,NA,NA,2.87
283,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-090,2,5,X,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Hartog,eCO2,3.36,0.51,0.540,0.051,0.167,25.67,48.89,1930,2.1,54,5.9,NA,NA,3.20,NA,NA,3.51,NA,NA,NA,3.35
284,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-091,2,6,A,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Gladius,eCO2,2.69,0.37,0.500,0.048,0.127,29.23,37.12,1780,1.5,51,6.2,NA,NA,2.78,NA,NA,2.27,NA,NA,NA,2.52
285,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-092,2,6,B,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,H45,eCO2,2.32,0.32,0.420,0.046,0.117,20.36,33.04,1660,1.3,41,5.6,NA,NA,2.22,NA,NA,2.05,NA,NA,NA,2.13
286,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-093,2,6,D,Ambient,Dry,223,0,223,Medium,50,9,0,TOS1,6/23/09,Yitpi,eCO2,2.93,0.45,0.560,0.053,0.145,33.54,43.41,1930,1.8,55,6.6,NA,NA,3.09,NA,NA,3.23,NA,NA,NA,3.16
287,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-094,2,6,E,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Zebu,eCO2,2.58,0.34,0.440,0.048,0.123,22.71,37.84,1780,1.6,52,5.5,NA,NA,2.15,NA,NA,2.26,NA,NA,NA,2.21
288,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-095,2,6,F,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Yitpi,eCO2,2.72,0.4,0.520,0.042,0.136,27.55,38.11,1820,1.7,51,6.0,NA,NA,2.88,NA,NA,2.87,NA,NA,NA,2.87
289,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-096,2,6,H,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Silverstar,eCO2,2.53,0.36,0.470,0.053,0.125,24.59,35.84,1710,1.5,52,5.5,NA,NA,1.96,NA,NA,2.14,NA,NA,NA,2.05
290,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-097,2,6,I,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Drysdale,eCO2,2.98,0.42,0.500,0.066,0.134,30.34,41.66,1830,1.6,56,6.5,NA,NA,2.30,NA,NA,2.67,NA,NA,NA,2.48
291,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-098,2,6,J,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Janz,eCO2,2.83,0.43,0.510,0.061,0.153,27.55,38.75,1920,2.0,54,5.8,NA,NA,3.21,NA,NA,2.93,NA,NA,NA,3.07
292,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-099,2,6,L,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Hartog,eCO2,3.14,0.46,0.510,0.072,0.146,31.5,39.78,1920,2.3,53,6.4,NA,NA,3.66,NA,NA,3.20,NA,NA,NA,3.43
293,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-100,2,6,M,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Silverstar,eCO2,2.47,0.36,0.410,0.059,0.118,21.28,32.68,1620,1.6,59,4.6,NA,NA,2.41,NA,NA,2.55,NA,NA,NA,2.48
294,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-101,2,6,O,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Janz,eCO2,2.59,0.41,0.500,0.054,0.140,24.75,35.22,1750,1.3,51,5.3,NA,NA,3.13,NA,NA,2.89,NA,NA,NA,3.01
295,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-102,2,6,P,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Hartog,eCO2,2.79,0.46,0.510,0.072,0.153,34.6,39.22,1850,2.0,57,6.2,NA,NA,2.99,NA,NA,2.55,NA,NA,NA,2.77
296,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-103,2,6,Q,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Drysdale,eCO2,2.56,0.38,0.440,0.060,0.126,21.98,37.46,1650,1.6,65,5.5,NA,NA,2.89,NA,NA,3.15,NA,NA,NA,3.02
297,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-104,2,6,S,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Yitpi,eCO2,2.67,0.41,0.540,0.054,0.132,29.95,35.39,1760,1.3,50,5.8,NA,NA,3.12,NA,NA,2.82,NA,NA,NA,2.97
298,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-105,2,6,T,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,H45,eCO2,2.38,0.36,0.420,0.048,0.124,27.99,32.25,1650,1.3,40,5.8,NA,NA,2.93,NA,NA,2.18,NA,NA,NA,2.56
299,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-106,2,6,U,Ambient,Wet,223,70,293,Medium,50,9,0,TOS1,6/23/09,Yitpi,eCO2,2.99,0.42,0.560,0.064,0.139,32.57,34.47,1840,1.3,47,5.5,NA,NA,2.02,NA,NA,2.29,NA,NA,NA,2.16
300,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-107,2,6,W,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Gladius,eCO2,2.73,0.41,0.500,0.054,0.136,33.49,40.88,1800,1.3,51,6.0,NA,NA,3.33,NA,NA,3.11,NA,NA,NA,3.22
301,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-108,2,6,X,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Zebu,eCO2,2.75,0.34,0.430,0.059,0.132,22.04,40.38,1820,1.7,49,5.3,NA,NA,2.27,NA,NA,1.94,NA,NA,NA,2.10
302,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-109,2,7,A,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,H45,aCO2,2.66,0.39,0.470,0.062,0.141,25.37,33.48,1830,1.3,49,5.6,NA,NA,2.74,NA,NA,2.54,NA,NA,NA,2.64
303,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-110,2,7,B,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Gladius,aCO2,3.10,0.39,0.480,0.057,0.138,26.57,38.34,1920,1.2,47,5.4,NA,NA,2.64,NA,NA,2.85,NA,NA,NA,2.74
304,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-111,2,7,E,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Hartog,aCO2,2.96,0.44,0.490,0.071,0.147,29,34.96,1870,1.4,49,5.2,NA,NA,3.04,NA,NA,3.01,NA,NA,NA,3.03
305,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-112,2,7,F,Ambient,Wet,223,70,293,Medium,50,9,0,TOS1,6/23/09,Yitpi,aCO2,3.12,0.43,0.580,0.072,0.149,32.27,38.68,2000,1.5,57,5.6,NA,NA,3.15,NA,NA,3.03,NA,NA,NA,3.09
306,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-113,2,7,G,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Yitpi,aCO2,2.94,0.4,0.520,0.059,0.143,29.73,37.49,1910,1.3,52,5.3,NA,NA,3.23,NA,NA,3.09,NA,NA,NA,3.16
307,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-114,2,7,H,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Silverstar,aCO2,2.68,0.39,0.460,0.069,0.142,27.99,38.33,1820,0.94,53,5.3,NA,NA,2.24,NA,NA,2.25,NA,NA,NA,2.25
308,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-115,2,7,I,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Zebu,aCO2,2.74,0.35,0.400,0.057,0.136,18.14,38.8,1840,1.1,53,5.0,NA,NA,2.38,NA,NA,2.20,NA,NA,NA,2.29
309,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-116,2,7,J,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Janz,aCO2,3.03,0.45,0.510,0.075,0.165,24.48,37.53,1980,1.3,55,5.9,NA,NA,2.21,NA,NA,2.61,NA,NA,NA,2.41
310,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-117,2,7,L,Ambient,Wet,223,70,293,Low,0,9,0,TOS1,6/23/09,Drysdale,aCO2,2.95,0.45,0.480,0.077,0.155,31.01,40.61,1910,1.4,63,5.6,NA,NA,2.73,NA,NA,3.07,NA,NA,NA,2.90
311,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-118,2,7,M,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Drysdale,aCO2,2.80,0.42,0.450,0.078,0.148,27.11,38.56,1840,1.3,55,5.1,NA,NA,1.93,NA,NA,2.32,NA,NA,NA,2.12
312,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-119,2,7,O,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Janz,aCO2,2.99,0.42,0.490,0.060,0.154,27.97,36.66,1960,1.3,52,5.7,NA,NA,3.23,NA,NA,3.12,NA,NA,NA,3.17
313,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-120,2,7,P,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Gladius,aCO2,3.03,0.41,0.500,0.057,0.144,25.93,44.51,1970,1.4,64,6.4,NA,NA,2.92,NA,NA,2.75,NA,NA,NA,2.83
314,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-121,2,7,Q,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Hartog,aCO2,2.84,0.38,0.410,0.061,0.140,27.58,39.57,1890,1.6,50,5.5,NA,NA,2.32,NA,NA,2.03,NA,NA,NA,2.18
315,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-122,2,7,R,Ambient,Dry,223,0,223,Medium,50,9,0,TOS1,6/23/09,Yitpi,aCO2,3.23,0.38,0.520,0.050,0.143,30.89,42.39,2100,1.7,45,7.0,NA,NA,2.69,NA,NA,3.38,NA,NA,NA,3.03
316,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-123,2,7,S,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Yitpi,aCO2,2.78,0.39,0.480,0.042,0.138,28.19,37.56,1870,1.5,46,5.8,NA,NA,3.20,NA,NA,2.88,NA,NA,NA,3.04
317,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-124,2,7,T,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,H45,aCO2,2.76,0.35,0.440,0.048,0.133,29.13,35.98,1850,1.5,52,6.6,NA,NA,1.83,NA,NA,2.01,NA,NA,NA,1.92
318,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-125,2,7,W,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Zebu,aCO2,2.83,0.32,0.390,0.048,0.138,23.23,43.29,1880,1.9,61,6.5,NA,NA,2.09,NA,NA,2.45,NA,NA,NA,2.27
319,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-126,2,7,X,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Silverstar,aCO2,2.70,0.33,0.430,0.048,0.128,28.84,39.1,1720,1.7,52,6.3,NA,NA,1.66,NA,NA,1.55,NA,NA,NA,1.61
320,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-127,2,8,A,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Drysdale,aCO2,3.31,0.48,0.520,0.067,0.164,41.07,50.55,2100,1.8,55,6.4,NA,NA,3.50,NA,NA,3.29,NA,NA,NA,3.40
321,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-128,2,8,B,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Silverstar,aCO2,3.51,0.48,0.550,0.066,0.172,38.17,50.14,2100,1.8,51,6.2,NA,NA,2.98,NA,NA,3.25,NA,NA,NA,3.11
322,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-129,2,8,C,Ambient,Dry,170,0,170,Medium,50,9,0,TOS2,8/19/09,Yitpi,aCO2,3.85,0.52,0.590,0.055,0.168,50.7,54.96,2300,1.4,58,6.2,NA,NA,4.07,NA,NA,3.99,NA,NA,NA,4.03
323,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-130,2,8,E,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Gladius,aCO2,3.83,0.52,0.580,0.057,0.177,38.83,53.86,2300,2.8,64,7.1,NA,NA,3.63,NA,NA,3.96,NA,NA,NA,3.80
324,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-131,2,8,F,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Yitpi,aCO2,NA,0.53,0.570,0.053,0.168,39.96,57.17,2300,1.5,61,6.4,NA,NA,4.01,NA,NA,4.13,NA,NA,NA,4.07
325,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-132,2,8,H,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Zebu,aCO2,3.98,0.53,0.580,0.065,0.187,44.87,54.5,2400,2.3,52,6.5,NA,NA,2.94,NA,NA,3.12,NA,NA,NA,3.03
326,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-133,2,8,I,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,H45,aCO2,3.53,0.49,0.590,0.061,0.170,31.77,44.96,2100,2.7,59,6.7,NA,NA,3.30,NA,NA,3.13,NA,NA,NA,3.22
327,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-134,2,8,J,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Janz,aCO2,3.57,0.53,0.540,0.056,0.182,38.26,48.08,2200,1.6,45,5.5,NA,NA,4.15,NA,NA,3.66,NA,NA,NA,3.91
328,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-135,2,8,L,Ambient,Dry,170,0,170,Low,0,9,0,TOS2,8/19/09,Hartog,aCO2,3.14,0.48,0.530,0.064,0.161,34.8,47.27,1950,2.1,59,5.7,NA,NA,3.96,NA,NA,3.47,NA,NA,NA,3.71
329,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-136,2,8,M,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Gladius,aCO2,3.26,0.45,0.570,0.052,0.153,33.18,45.05,1990,1.4,55,6.0,NA,NA,2.88,NA,NA,3.17,NA,NA,NA,3.02
330,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-137,2,8,O,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Janz,aCO2,3.25,0.46,0.580,0.063,0.164,27.93,42.91,1960,1.5,50,5.4,NA,NA,3.41,NA,NA,3.56,NA,NA,NA,3.48
331,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-138,2,8,P,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Silverstar,aCO2,3.40,0.49,0.550,0.055,0.163,29.5,52.85,2100,2.3,61,6.2,NA,NA,3.32,NA,NA,2.87,NA,NA,NA,3.10
332,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-139,2,8,Q,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Zebu,aCO2,3.47,0.46,0.550,0.064,0.174,28.64,50.64,2200,2.0,61,5.9,NA,NA,3.00,NA,NA,3.22,NA,NA,NA,3.11
333,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-140,2,8,R,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Yitpi,aCO2,3.47,0.48,0.550,0.055,0.166,32.59,48.98,2100,1.8,59,6.3,NA,NA,3.39,NA,NA,3.99,NA,NA,NA,3.69
334,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-141,2,8,T,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Hartog,aCO2,3.29,0.53,0.580,0.067,0.173,32.85,44.4,2000,2.9,59,6.0,NA,NA,3.98,NA,NA,3.32,NA,NA,NA,3.65
335,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-142,2,8,U,Ambient,Wet,170,60,230,Medium,50,9,0,TOS2,8/19/09,Yitpi,aCO2,3.41,0.42,0.520,0.044,0.146,27.82,48.69,2000,1.3,55,6.1,NA,NA,2.99,NA,NA,3.33,NA,NA,NA,3.16
336,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-143,2,8,W,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,H45,aCO2,3.26,0.43,0.580,0.066,0.155,28.7,41.48,1940,2.3,58,5.9,NA,NA,2.98,NA,NA,2.95,NA,NA,NA,2.97
337,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-144,2,8,X,Ambient,Wet,170,60,230,Low,0,9,0,TOS2,8/19/09,Drysdale,aCO2,3.08,0.45,0.570,0.064,0.155,33.24,40.5,1850,1.8,54,5.4,NA,NA,2.92,NA,NA,3.02,NA,NA,NA,2.97
338,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-145,3,9,A,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Drysdale,eCO2,2.97,0.43,0.530,0.075,0.145,32.63,40.96,1910,1.8,61,6.1,NA,NA,2.93,NA,NA,2.95,NA,NA,NA,2.94
339,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-146,3,9,B,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Hartog,eCO2,2.96,0.44,0.500,0.063,0.146,31.6,45.07,1960,2.0,61,6.1,NA,NA,3.06,NA,NA,2.81,NA,NA,NA,2.94
340,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-147,3,9,E,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Zebu,eCO2,2.82,0.47,0.590,0.062,0.156,32.34,44.67,2100,2.0,56,6.9,NA,NA,2.39,NA,NA,3.12,NA,NA,NA,2.76
341,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-148,3,9,G,Ambient,Dry,223,0,223,Medium,50,9,0,TOS1,6/23/09,Yitpi,eCO2,3.18,0.43,0.550,0.061,0.143,30.19,40.85,2000,1.6,48,5.6,NA,NA,3.45,NA,NA,2.98,NA,NA,NA,3.22
342,AGFACE_Australia_Wheat,RawData,Horsham,Victoria,Australia,2009,Wheat,550,NA,380,12,2009-149,3,9,H,Ambient,Dry,223,0,223,Low,0,9,0,TOS1,6/23/09,Gladius,eCO2,3.28,0.44,0.560,0.061,0.147,29.62,42.31,2000,1.6,51,5.7,NA,NA,2.79,NA,NA,2.65,NA,NA,NA,2.72
